vtaxid,vname,vrefseq,htaxid,hname
2041347,Escherichia phage vB_EcoM_PHB05,NC_052652,561,Escherichia
2508195,Escherichia phage vB_EcoM_Schickermooser,NC_048196,562,Escherichia coli
1567027,Escherichia phage vB_EcoM_VR20,NC_028894,562,Escherichia coli
1567028,Escherichia phage vB_EcoM_VR25,NC_028925,562,Escherichia coli
1567029,Escherichia phage vB_EcoM_VR26,NC_028957,562,Escherichia coli
700939,Escherichia phage vB_EcoM_VR7,NC_014792,562,Escherichia coli
2508193,Escherichia phage vB_EcoM_WFC,NC_048195,562,Escherichia coli
2508192,Escherichia phage vB_EcoM_WFH,NC_048194,561,Escherichia
866553,Escherichia phage vB_EcoP_24B,NC_027984,83334,Escherichia coli O157:H7
1141139,Escherichia phage vB_EcoP_ACG-C91,NC_019403,562,Escherichia coli
1933107,Escherichia phage vB_EcoP_B,NC_047806,562,Escherichia coli
1933108,Escherichia phage vB_EcoP_C,NC_047807,562,Escherichia coli
1933110,Escherichia phage vB_EcoP_F,NC_047808,562,Escherichia coli
1054461,Escherichia phage vB_EcoP_G7C,NC_015933,561,Escherichia
1054461,Escherichia phage vB_EcoP_G7C,NC_015933,562,Escherichia coli
1933111,Escherichia phage vB_EcoP_K,NC_047809,562,Escherichia coli
1395983,Escherichia phage vB_EcoP_PhAPEC5,NC_024786,562,Escherichia coli
1391223,Escherichia phage vB_EcoP_PhAPEC7,NC_024790,562,Escherichia coli
2233775,Escherichia phage vB_EcoP_S523,NC_047984,1211845,Escherichia coli MC1061
1519788,Escherichia phage vB_EcoP_SU10,NC_027395,562,Escherichia coli
2576500,Escherichia phage vB_EcoS-12210I,NC_049813,562,Escherichia coli
2026130,Escherichia phage vB_EcoS-95,NC_048132,561,Escherichia
2697005,Escherichia phage vB_EcoS-DELF2,NC_049832,562,Escherichia coli
2047801,Escherichia phage VB_EcoS-Golestan,NC_042084,562,Escherichia coli
1933412,Escherichia phage vB_EcoS-IME253,NC_047810,562,Escherichia coli
1141140,Escherichia phage vB_EcoS_ACG-M12,NC_019404,562,Escherichia coli
1416028,Escherichia phage vB_EcoS_AHP42,NC_024793,83334,Escherichia coli O157:H7
1416030,Escherichia phage vB_EcoS_AHS24,NC_024784,83334,Escherichia coli O157:H7
2681605,Escherichia phage vB_EcoS_AKFV33,NC_017969,562,Escherichia coli
1416031,Escherichia phage vB_EcoS_AKS96,NC_024789,83334,Escherichia coli O157:H7
1933774,Escherichia phage vB_EcoS_CEB_EC3a,NC_047812,562,Escherichia coli
2496547,Escherichia phage vB_EcoS_ESCO41,NC_047820,562,Escherichia coli
1446489,Escherichia phage vB_EcoS_FFH_1,NC_024139,83334,Escherichia coli O157:H7
2508189,Escherichia phage vB_EcoS_G29-2,NC_049822,562,Escherichia coli
2508174,Escherichia phage vB_EcoS_HdH2,NC_048748,562,Escherichia coli
2496546,Escherichia phage vB_EcoS_IME347,NC_047960,469008,Escherichia coli BL21(DE3)
2507711,Escherichia phage vB_EcoS_IME542,NC_048208,469008,Escherichia coli BL21(DE3)
1852563,Escherichia phage vB_EcoS_NBD2,NC_031050,562,Escherichia coli
1983554,Escherichia phage vB_EcoS_SH2,NC_047828,1211845,Escherichia coli MC1061
2496549,Escherichia phage vB_EcoS_swan01,NC_048202,562,Escherichia coli
2419760,Escherichia phage vB_Eco_mar001J1,"NC_048204, NC_048206",561,Escherichia
2419761,Escherichia phage vB_Eco_mar003J3,NC_048203,561,Escherichia
2419762,Escherichia phage vB_Eco_mar004NP2,NC_048205,561,Escherichia
2315527,Escherichia phage vB_vPM_PD06,NC_052653,562,Escherichia coli
2776821,Escherichia phage VEcB,NC_052663,562,Escherichia coli
2696460,Escherichia phage vojen,NC_049824,562,Escherichia coli
2696460,Escherichia phage vojen,NC_049824,83333,Escherichia coli K-12
338105,Escherichia phage WA45,NC_007822,561,Escherichia
1837931,Escherichia phage WG01,NC_031928,562,Escherichia coli
2681595,Escherichia phage Wphi,NC_005056,566546,Escherichia coli W
1054480,Escherichia phage wV7,NC_019505,562,Escherichia coli
576791,Escherichia phage wV8,NC_012749,83334,Escherichia coli O157:H7
1567004,Escherichia phage YD-2008.s,NC_027383,562,Escherichia coli
2079534,Escherichia phage YZ1,NC_047927,562,Escherichia coli
1897641,Escherichia phage ZG49,NC_047777,562,Escherichia coli
194948,Escherichia Stx1 converting phage,NC_004913,83334,Escherichia coli O157:H7
1506453,Escherichia Stx1-converting recombinant phage HUN/2013,KJ909655,562,Escherichia coli
1506453,Escherichia Stx1-converting recombinant phage HUN/2013,KJ909655,83334,Escherichia coli O157:H7
1508671,Escherichia typing phage 1,NC_041979,83334,Escherichia coli O157:H7
2070181,Faecalibacterium phage FP_Brigit,NC_047909,853,Faecalibacterium prausnitzii
2070182,Faecalibacterium phage FP_Epona,NC_047910,853,Faecalibacterium prausnitzii
2070183,Faecalibacterium phage FP_Lagaffe,NC_047911,853,Faecalibacterium prausnitzii
2070184,Faecalibacterium phage FP_Lugh,NC_047912,853,Faecalibacterium prausnitzii
2070185,Faecalibacterium phage FP_Mushu,NC_047913,853,Faecalibacterium prausnitzii
2070188,Faecalibacterium phage FP_oengus,NC_047916,853,Faecalibacterium prausnitzii
2070186,Faecalibacterium phage FP_Taranis,NC_047914,853,Faecalibacterium prausnitzii
2070187,Faecalibacterium phage FP_Toutatis,NC_047915,853,Faecalibacterium prausnitzii
294631,Flavobacterium phage 11b,NC_006356,239,Flavobacterium sp.
1792272,Flavobacterium phage 1H,NC_031911,96345,Flavobacterium psychrophilum
1814279,Flavobacterium phage 23T,NC_041859,96345,Flavobacterium psychrophilum
1792273,Flavobacterium phage 2A,NC_031926,96345,Flavobacterium psychrophilum
1325731,Flavobacterium phage 6H,NC_021867,96345,Flavobacterium psychrophilum
908819,Flavobacterium phage FCL-2,NC_027125,996,Flavobacterium columnare
1033977,Flavobacterium phage FCV-1,NC_041845,996,Flavobacterium columnare
2023716,Flavobacterium phage FLiP,NC_047837,239,Flavobacterium sp.
1792274,Flavobacterium phage Fpv1,NC_031914,96345,Flavobacterium psychrophilum
1814280,Flavobacterium phage Fpv10,NC_031932,96345,Flavobacterium psychrophilum
1814281,Flavobacterium phage Fpv11,NC_031945,96345,Flavobacterium psychrophilum
1814282,Flavobacterium phage Fpv2,NC_031931,96345,Flavobacterium psychrophilum
1814283,Flavobacterium phage Fpv20,NC_031912,96345,Flavobacterium psychrophilum
1814284,Flavobacterium phage Fpv3,NC_031904,96345,Flavobacterium psychrophilum
1740108,Flavobacterium phage FpV4,NC_041872,96345,Flavobacterium psychrophilum
1814285,Flavobacterium phage Fpv5,NC_031921,96345,Flavobacterium psychrophilum
1814286,Flavobacterium phage Fpv6,NC_031938,96345,Flavobacterium psychrophilum
1814287,Flavobacterium phage Fpv7,NC_031905,96345,Flavobacterium psychrophilum
1814288,Flavobacterium phage Fpv8,NC_031919,96345,Flavobacterium psychrophilum
2686242,Flavobacterium phage vB_FspM_lotta8-1,NC_048829,2654244,Flavobacterium sp. LMO8
2686244,Flavobacterium phage vB_FspM_pippi8-1,NC_048830,2654244,Flavobacterium sp. LMO8
2686245,Flavobacterium phage vB_FspS_filifjonk9-1,NC_048831,2654245,Flavobacterium sp. LMO9
2686246,Flavobacterium phage vB_FspS_hattifnatt9-1,NC_048832,2654245,Flavobacterium sp. LMO9
2686247,Flavobacterium phage vB_FspS_hemulen6-1,NC_048833,2654243,Flavobacterium sp. LMO6
2686250,Flavobacterium phage vB_FspS_laban6-1,NC_048834,2654243,Flavobacterium sp. LMO6
2686251,Flavobacterium phage vB_FspS_lillamy9-1,NC_048835,2654245,Flavobacterium sp. LMO9
2686258,Flavobacterium phage vB_FspS_morran9-1,NC_048836,2654245,Flavobacterium sp. LMO9
2686263,Flavobacterium phage vB_FspS_mumin9-1,NC_048837,2654245,Flavobacterium sp. LMO9
2686266,Flavobacterium phage vB_FspS_mymlan6-1,NC_048838,2654243,Flavobacterium sp. LMO6
2686268,Flavobacterium phage vB_FspS_sniff9-1,NC_048839,2654245,Flavobacterium sp. LMO9
2686270,Flavobacterium phage vB_FspS_snork6-1,NC_048840,2654243,Flavobacterium sp. LMO6
2686273,Flavobacterium phage vB_FspS_snusmum6-1,NC_048841,2654243,Flavobacterium sp. LMO6
2686277,Flavobacterium phage vB_FspS_stinky9-1,NC_048842,2654245,Flavobacterium sp. LMO9
2686278,Flavobacterium phage vB_FspS_tant8-1,NC_048843,2654244,Flavobacterium sp. LMO8
2686279,Flavobacterium phage vB_FspS_tooticki6-1,NC_048844,2654243,Flavobacterium sp. LMO6
1458858,Flavobacterium sp. phage 1/32,KJ018210,239,Flavobacterium sp.
1640977,Fusobacterium phage Funu1,KR131710,851,Fusobacterium nucleatum
1458842,Geobacillus phage GBK2,NC_023612,1462,Geobacillus kaustophilus
365048,Geobacillus phage GBSV1,NC_008376,340407,Geobacillus sp. 6k51
1965361,Geobacillus phage TP-84,NC_041918,1422,Geobacillus stearothermophilus
2047788,Gluconobacter phage GC1,NC_042083,38307,Gluconobacter cerinus
2079413,Gordonia phage Adgers,NC_048695,2055,Gordonia terrae
2250319,Gordonia phage Apricot,NC_048018,2055,Gordonia terrae
2507862,Gordonia phage Asapag,NC_048146,2055,Gordonia terrae
1821548,Gordonia phage Attis,NC_041883,2055,Gordonia terrae
2656529,Gordonia phage Avazak,NC_048822,36822,Gordonia rubripertincta
1838061,Gordonia phage Bachita,NC_030936,2055,Gordonia terrae
1887641,Gordonia phage Bantam,NC_031074,2055,Gordonia terrae
1821549,Gordonia phage BaxterFox,NC_031226,2055,Gordonia terrae
2591111,Gordonia phage Beaver,NC_048783,36822,Gordonia rubripertincta
2047830,Gordonia phage BENtherdunthat,NC_047891,2055,Gordonia terrae
1821551,Gordonia phage BetterKatz,NC_031247,2055,Gordonia terrae
2047831,Gordonia phage BirksAndSocks,NC_047892,2055,Gordonia terrae
1838062,Gordonia phage Blueberry,NC_030943,2055,Gordonia terrae
1838063,Gordonia phage Bowser,NC_030930,2055,Gordonia terrae
2079564,Gordonia phage Brandonk123,NC_042108,2055,Gordonia terrae
1838064,Gordonia phage BritBrat,NC_030942,2055,Gordonia terrae
2530116,Gordonia phage BrutonGaster,NC_048169,2055,Gordonia terrae
1887643,Gordonia phage CaptainKirk2,NC_031072,2055,Gordonia terrae
1887644,Gordonia phage CarolAnn,NC_031118,2055,Gordonia terrae
2588132,Gordonia phage Chelms,NC_048768,2055,Gordonia terrae
2601686,Gordonia phage Chikenjars,NC_048810,36822,Gordonia rubripertincta
1838065,Gordonia phage ClubL,NC_030901,2055,Gordonia terrae
1838066,Gordonia phage Cozz,NC_030941,2055,Gordonia terrae
2656532,Gordonia phage Crocheter,NC_048825,36822,Gordonia rubripertincta
1887645,Gordonia phage Cucurbita,NC_031029,2055,Gordonia terrae
2283286,Gordonia phage Daredevil,NC_048021,2055,Gordonia terrae
1838067,Gordonia phage Demosthenes,NC_030944,2055,Gordonia terrae
2507858,Gordonia phage Duffington,NC_048750,2055,Gordonia terrae
2713262,Gordonia phage DumpsterDude,NC_053172,2055,Gordonia terrae
1821552,Gordonia phage Emalyn,NC_031234,2055,Gordonia terrae
1887646,Gordonia phage Eyre,NC_031122,2055,Gordonia terrae
2572526,Gordonia phage Fairfaxidum,NC_048185,2055,Gordonia terrae
2079280,Gordonia phage Flakey,NC_047921,2055,Gordonia terrae
2250392,Gordonia phage Fryberger,NC_048027,2055,Gordonia terrae
1647469,Gordonia phage GAL1,NC_031936,84096,Gordonia alkanivorans
2315531,Gordonia phage Getalong,NC_048083,2055,Gordonia terrae
1887647,Gordonia phage Ghobes,NC_031028,2055,Gordonia terrae
2599843,Gordonia phage Gibbin,NC_048812,36822,Gordonia rubripertincta
1647470,Gordonia phage GMA1,NC_030902,410332,Gordonia malaquae
1647284,Gordonia phage GMA3,NC_028668,410332,Gordonia malaquae
1647471,Gordonia phage GMA4,NC_030939,410332,Gordonia malaquae
1647472,Gordonia phage GMA5,NC_030907,410332,Gordonia malaquae
1647285,Gordonia phage GMA6,NC_030906,410332,Gordonia malaquae
1647286,Gordonia phage GMA7,NC_028673,410332,Gordonia malaquae
1622190,Gordonia phage Gmala1,NC_028972,84139,Gordonia sp.
2562192,Gordonia phage GodonK,NC_048176,2055,Gordonia terrae
1622191,Gordonia phage GordDuk1,NC_029060,84139,Gordonia sp.
1622192,Gordonia phage GordTnk2,NC_029074,84139,Gordonia sp.
1109710,Gordonia phage GRU1,NC_016435,36822,Gordonia rubripertincta
1647473,Gordonia phage GRU3,NC_030935,36822,Gordonia rubripertincta
1622193,Gordonia phage Gsput1,NC_030932,36823,Gordonia sputi
981323,Gordonia phage GTE2,NC_015720,1823,Nocardia otitidiscaviarum
981323,Gordonia phage GTE2,NC_015720,1833,Rhodococcus erythropolis
981323,Gordonia phage GTE2,NC_015720,2055,Gordonia terrae
981323,Gordonia phage GTE2,NC_015720,33008,Rhodococcus globerulus
981323,Gordonia phage GTE2,NC_015720,37326,Nocardia brasiliensis
319522,Gordonia phage GTE5,NC_016434,2055,Gordonia terrae
1647474,Gordonia phage GTE6,NC_028665,2055,Gordonia terrae
1100814,Gordonia phage GTE7,NC_016166,1824,Nocardia asteroides
1100814,Gordonia phage GTE7,NC_016166,2055,Gordonia terrae
1100814,Gordonia phage GTE7,NC_016166,37330,Nocardia nova
1100814,Gordonia phage GTE7,NC_016166,89053,Gordonia amicalis
1100814,Gordonia phage GTE7,NC_016166,339863,Gordonia australis
1100814,Gordonia phage GTE7,NC_016166,410332,Gordonia malaquae
1647475,Gordonia phage GTE8,NC_028653,2055,Gordonia terrae
1821553,Gordonia phage Guacamole,NC_031265,2055,Gordonia terrae
2047872,Gordonia phage Gustav,NC_042088,2055,Gordonia terrae
1887648,Gordonia phage Hedwig,NC_031099,2055,Gordonia terrae
2301696,Gordonia phage Horus,NC_048039,2055,Gordonia terrae
1821554,Gordonia phage Hotorobo,NC_031229,2055,Gordonia terrae
2653716,Gordonia phage Jellybones,NC_048820,36822,Gordonia rubripertincta
2708629,Gordonia phage John316,NC_048851,2055,Gordonia terrae
1887649,Gordonia phage JSwag,NC_031060,2055,Gordonia terrae
1887650,Gordonia phage Jumbo,NC_031109,2055,Gordonia terrae
1838070,Gordonia phage KatherineG,NC_030695,2055,Gordonia terrae
1821555,Gordonia phage Katyusha,NC_041950,2055,Gordonia terrae
2499025,Gordonia phage Kenna,NC_048141,2055,Gordonia terrae
2588490,Gordonia phage Kenosha,NC_048793,36822,Gordonia rubripertincta
1821556,Gordonia phage Kita,NC_031233,2055,Gordonia terrae
1838071,Gordonia phage Kvothe,NC_030914,2055,Gordonia terrae
2599845,Gordonia phage Lambo,NC_048814,36822,Gordonia rubripertincta
2041512,Gordonia phage Lennon,NC_042045,2055,Gordonia terrae
1821557,Gordonia phage Lucky10,NC_031267,2055,Gordonia terrae
2047873,Gordonia phage Mahdia,NC_042089,2055,Gordonia terrae
1838072,Gordonia phage McGonagall,NC_030912,945692,Gordonia neofelifaecis
1838073,Gordonia phage Monty,NC_030924,2055,Gordonia terrae
1887651,Gordonia phage Nyceirae,NC_031004,2055,Gordonia terrae
1821558,Gordonia phage Nymphadora,NC_031061,2055,Gordonia terrae
1821559,Gordonia phage Obliviate,NC_031237,2055,Gordonia terrae
2652414,Gordonia phage OhMyWard,NC_048816,36822,Gordonia rubripertincta
1838074,Gordonia phage OneUp,NC_030917,2055,Gordonia terrae
1838075,Gordonia phage Orchid,NC_030915,2055,Gordonia terrae
1821560,Gordonia phage Phinally,NC_031112,2055,Gordonia terrae
2301694,Gordonia phage Phistory,NC_048040,2055,Gordonia terrae
2599848,Gordonia phage Ranch,NC_048813,36822,Gordonia rubripertincta
1887652,Gordonia phage Remus,NC_031031,2055,Gordonia terrae
2507854,Gordonia phage Rickmore,NC_048749,2055,Gordonia terrae
2250397,Gordonia phage Ronaldo,NC_048028,2055,Gordonia terrae
1838077,Gordonia phage Rosalind,NC_030694,2055,Gordonia terrae
2250323,Gordonia phage Ruthy,NC_048019,2055,Gordonia terrae
2599849,Gordonia phage Sadboi,NC_048815,36822,Gordonia rubripertincta
1821561,Gordonia phage Schnabeltier,NC_031255,2055,Gordonia terrae
2725616,Gordonia phage Secretariat,NC_048876,36822,Gordonia rubripertincta
1838078,Gordonia phage Smoothie,NC_030696,2055,Gordonia terrae
1821562,Gordonia phage SoilAssassin,NC_031251,2055,Gordonia terrae
2502420,Gordonia phage Sombrero,NC_048746,2055,Gordonia terrae
1838079,Gordonia phage Soups,NC_030698,2055,Gordonia terrae
2182349,Gordonia phage Sour,NC_042132,2055,Gordonia terrae
1838080,Gordonia phage Splinter,NC_030927,2055,Gordonia terrae
2079281,Gordonia phage SteveFrench,NC_048207,2055,Gordonia terrae
1887653,Gordonia phage Strosahl,NC_041886,2055,Gordonia terrae
2201430,Gordonia phage Suzy,NC_047990,2055,Gordonia terrae
2652415,Gordonia phage Tanis,NC_048817,2055,Gordonia terrae
1887654,Gordonia phage Terapin,NC_031001,2055,Gordonia terrae
2599852,Gordonia phage Toast,NC_053173,2055,Gordonia terrae
2201431,Gordonia phage Trine,NC_047991,2055,Gordonia terrae
2079282,Gordonia phage Troje,NC_042102,2053,Gordonia
1887655,Gordonia phage Twister6,NC_031052,2055,Gordonia terrae
1821563,Gordonia phage UmaThurman,NC_031249,2055,Gordonia terrae
2656542,Gordonia phage Untouchable,NC_048823,36822,Gordonia rubripertincta
1838081,Gordonia phage Utz,NC_030921,2053,Gordonia
1838081,Gordonia phage Utz,NC_030921,2055,Gordonia terrae
1838082,Gordonia phage Vendetta,NC_030911,2055,Gordonia terrae
1821564,Gordonia phage Vivi2,NC_031239,2055,Gordonia terrae
2108120,Gordonia phage Waits,NC_042123,2055,Gordonia terrae
2571253,Gordonia phage William,NC_053174,2055,Gordonia terrae
1838083,Gordonia phage Wizard,NC_030913,2055,Gordonia terrae
1838084,Gordonia phage Woes,NC_030905,2055,Gordonia terrae
1821565,Gordonia phage Yeezy,NC_031269,2055,Gordonia terrae
2656545,Gordonia phage Yikes,NC_048826,36822,Gordonia rubripertincta
1821566,Gordonia phage Yvonnetastic,NC_031230,2055,Gordonia terrae
1887656,Gordonia phage Zirinka,NC_031097,2055,Gordonia terrae
230158,Haemophilus phage Aaphi23,NC_004827,714,Aggregatibacter actinomycetemcomitans
483266,Haemophilus phage SuMu,NC_019455,738,Glaesserella parasuis
1173297,Halocynthia phage JM-2012,NC_017975,2,Bacteria
1154995,Helicobacter phage 1961P,NC_019512,210,Helicobacter pylori
1208236,Helicobacter phage KHP30,NC_019928,210,Helicobacter pylori
1208236,Helicobacter phage KHP30,NC_019928,102608,Helicobacter pylori F32
1208236,Helicobacter phage KHP30,NC_019928,585535,Helicobacter pylori 35A
1208236,Helicobacter phage KHP30,NC_019928,866344,Helicobacter pylori F16
1208236,Helicobacter phage KHP30,NC_019928,866345,Helicobacter pylori F30
1208236,Helicobacter phage KHP30,NC_019928,866346,Helicobacter pylori F57
1204178,Helicobacter phage KHP40,NC_019931,210,Helicobacter pylori
1069378,Helicobacter phage phiHP33,NC_016568,999629,Helicobacter pylori B45
1732176,Hydrogenobaculum phage 1,NC_028651,168657,Hydrogenobaculum
1536592,Idiomarinaceae phage 1N2-2,NC_025439,1510939,Idiomarinaceae bacterium N2-2
1527515,Idiomarinaceae phage Phi1M2-2,NC_025471,1510937,Idiomarinaceae bacterium M2-2
551895,Iodobacter phage PhiPLPE,NC_011142,641420,Iodobacter sp. CdM7
2488573,Klebsiella phage 13,NC_049844,576,Klebsiella sp.
1610829,Klebsiella phage 1513,NC_028786,573,Klebsiella pneumoniae
2024247,Klebsiella phage 2044-307w,NC_047842,573,Klebsiella pneumoniae
1960657,Klebsiella phage 3LV2017,NC_047817,573,Klebsiella pneumoniae
1960658,Klebsiella phage 4LV2017,NC_047818,573,Klebsiella pneumoniae
2026943,Klebsiella phage AltoGao,NC_047849,573,Klebsiella pneumoniae
1416011,Klebsiella phage F19,NC_023567,573,Klebsiella pneumoniae
2419608,Klebsiella phage GH-K3,NC_048162,573,Klebsiella pneumoniae
2060945,Klebsiella phage GML-KpCol1,NC_047907,573,Klebsiella pneumoniae
2492437,Klebsiella phage Henu1,NC_048138,573,Klebsiella pneumoniae
1236000,Klebsiella phage JD001,NC_020204,573,Klebsiella pneumoniae
1698360,Klebsiella phage JD18,NC_028686,570,Klebsiella
2099585,Klebsiella phage JY917,NC_049843,573,Klebsiella pneumoniae
532077,Klebsiella phage K11,NC_011043,1497796,Klebsiella sp. 390
1647374,Klebsiella phage K5,NC_028800,573,Klebsiella pneumoniae
1932361,Klebsiella phage K5-2,NC_047798,574,Klebsiella pneumoniae subsp. ozaenae
1932362,Klebsiella phage K5-4,NC_047799,573,Klebsiella pneumoniae
1439894,Klebsiella phage K64-1,NC_027399,573,Klebsiella pneumoniae
2608376,Klebsiella phage KL,NC_049838,573,Klebsiella pneumoniae
1647408,Klebsiella phage KLPN1,NC_028760,72407,Klebsiella pneumoniae subsp. pneumoniae
2282629,Klebsiella phage KN1-1,NC_048129,576,Klebsiella sp.
2282630,Klebsiella phage KN3-1,NC_048131,576,Klebsiella sp.
2282631,Klebsiella phage KN4-1,NC_048130,576,Klebsiella sp.
1871716,Klebsiella phage KNP2,NC_048647,576,Klebsiella sp.
1970798,Klebsiella phage KOX1,NC_047825,571,Klebsiella oxytoca
1904925,Klebsiella phage KP-Rio/2015,NC_047779,573,Klebsiella pneumoniae
707757,Klebsiella phage KP15,NC_014036,573,Klebsiella pneumoniae
2678563,Klebsiella phage KP1801,NC_049848,570,Klebsiella
1701805,Klebsiella phage Kp2,NC_028664,573,Klebsiella pneumoniae
1129147,Klebsiella phage KP27,NC_020080,573,Klebsiella pneumoniae
674082,Klebsiella phage KP32,NC_013647,573,Klebsiella pneumoniae
674081,Klebsiella phage KP34,NC_013649,573,Klebsiella pneumoniae
1129191,Klebsiella phage KP36,NC_029099,573,Klebsiella pneumoniae
2099850,Klebsiella phage KP8,NC_048700,573,Klebsiella pneumoniae
2596966,Klebsiella phage KpCHEMY26,NC_049467,573,Klebsiella pneumoniae
2500828,Klebsiella phage KpKT21phi1,NC_048143,573,Klebsiella pneumoniae
2024238,Klebsiella phage KPN N137,NC_048670,573,Klebsiella pneumoniae
2024239,Klebsiella phage KPN N141,NC_047841,573,Klebsiella pneumoniae
2079340,Klebsiella phage KPN N98,NC_052987,573,Klebsiella pneumoniae
2024241,Klebsiella phage KPN U2874,NC_052988,573,Klebsiella pneumoniae
1481110,Klebsiella phage Kpn112,KJ021043,573,Klebsiella pneumoniae
2488949,Klebsiella phage kpssk3,NC_048114,573,Klebsiella pneumoniae
1747282,Klebsiella phage KpV41,NC_028670,573,Klebsiella pneumoniae
1852657,Klebsiella phage KpV475,NC_031025,573,Klebsiella pneumoniae
1796998,Klebsiella phage KpV71,NC_031246,573,Klebsiella pneumoniae
1913574,Klebsiella phage KPV811,NC_047787,573,Klebsiella pneumoniae
2589660,Klebsiella phage Magnus,NC_049462,573,Klebsiella pneumoniae
2587809,Klebsiella phage Marfa,NC_048798,573,Klebsiella pneumoniae
1675607,Klebsiella phage Matisse,NC_028750,573,Klebsiella pneumoniae
2054272,Klebsiella phage May,NC_047900,573,Klebsiella pneumoniae
2054273,Klebsiella phage Menlow,NC_047901,573,Klebsiella pneumoniae
2026950,Klebsiella phage MezzoGao,NC_047850,573,Klebsiella pneumoniae
1675608,Klebsiella phage Miro,NC_041981,573,Klebsiella pneumoniae
2099390,Klebsiella phage myPSH1235,NC_047944,573,Klebsiella pneumoniae
2301687,Klebsiella phage NJR15,NC_048044,573,Klebsiella pneumoniae
2268610,Klebsiella phage NJS1,NC_048024,573,Klebsiella pneumoniae
2301688,Klebsiella phage NJS2,NC_048043,573,Klebsiella pneumoniae
1194091,Klebsiella phage NTUH-K2044-K1-1,NC_025418,573,Klebsiella pneumoniae
1194091,Klebsiella phage NTUH-K2044-K1-1,NC_025418,484021,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
2562178,Klebsiella phage Pharr,NC_048175,573,Klebsiella pneumoniae
1555207,Klebsiella phage phiBO1E,NC_047748,1384549,Klebsiella pneumoniae subsp. pneumoniae KKBO-1
255431,Klebsiella phage phiKO2,NC_005857,571,Klebsiella oxytoca
2689114,Klebsiella phage PhiKpNIH-2,NC_049845,1087440,Klebsiella pneumoniae subsp. pneumoniae KPNIH1
1897515,Klebsiella phage phiKpS2,NC_047857,573,Klebsiella pneumoniae
1654928,Klebsiella phage PKO111,NC_031095,571,Klebsiella oxytoca
1654927,Klebsiella phage PKP126,NC_031053,1049565,Klebsiella pneumoniae KCTC 2242
1880822,Klebsiella phage PMBT1,NC_042138,570,Klebsiella
2419682,Klebsiella phage Pylas,NC_049444,573,Klebsiella pneumoniae
2315475,Klebsiella phage Seifer,NC_048732,573,Klebsiella pneumoniae
1958964,Klebsiella phage SH-Kp 152234,NC_047980,573,Klebsiella pneumoniae
2066504,Klebsiella phage SH-Kp 152410,NC_047908,573,Klebsiella pneumoniae
2580405,Klebsiella phage Shelby,NC_049846,573,Klebsiella pneumoniae
2580406,Klebsiella phage Sin4,NC_049847,573,Klebsiella pneumoniae
2580407,Klebsiella phage Skenny,NC_049841,573,Klebsiella pneumoniae
2601626,Klebsiella phage Soft,NC_048805,573,Klebsiella pneumoniae
2510464,Klebsiella phage ST13-OXA48phi12.1,NC_049453,573,Klebsiella pneumoniae
2510480,Klebsiella phage ST147-VIM1phi7.1,NC_049451,573,Klebsiella pneumoniae
2510455,Klebsiella phage ST15-OXA48phi14.1,NC_049454,573,Klebsiella pneumoniae
2510483,Klebsiella phage ST16-OXA48phi5.4,NC_049450,573,Klebsiella pneumoniae
2510486,Klebsiella phage ST437-OXA245phi4.1,NC_049448,573,Klebsiella pneumoniae
2510487,Klebsiella phage ST437-OXA245phi4.2,NC_049449,573,Klebsiella pneumoniae
2510470,Klebsiella phage ST512-KPC3phi13.2,NC_049452,573,Klebsiella pneumoniae
2053603,Klebsiella phage Sugarland,NC_042093,573,Klebsiella pneumoniae
1675609,Klebsiella phage Sushi,NC_028774,573,Klebsiella pneumoniae
2580408,Klebsiella phage Sweeny,NC_049839,573,Klebsiella pneumoniae
2301690,Klebsiella phage TAH8,NC_048042,573,Klebsiella pneumoniae
2301532,Klebsiella phage TSK1,NC_048126,573,Klebsiella pneumoniae
1147094,Klebsiella phage vB_KleM_RaK2,NC_019526,576,Klebsiella sp.
1701804,Klebsiella phage vB_Kp1,NC_028688,573,Klebsiella pneumoniae
1907784,Klebsiella phage vB_KpnM_BIS47,NC_048656,573,Klebsiella pneumoniae
1719140,Klebsiella phage vB_KpnM_KB57,NC_028659,573,Klebsiella pneumoniae
2079262,Klebsiella phage vB_KpnM_KpS110,NC_047932,573,Klebsiella pneumoniae
1852625,Klebsiella phage vB_KpnM_KpV477,NC_031087,573,Klebsiella pneumoniae
1912321,Klebsiella phage vB_KpnM_KpV52,NC_041900,573,Klebsiella pneumoniae
2041212,Klebsiella phage vB_KpnM_KpV79,NC_042041,573,Klebsiella pneumoniae
1907782,Klebsiella phage vB_KpnP_BIS33,NC_047781,573,Klebsiella pneumoniae
1907783,Klebsiella phage vB_KpnP_IL33,NC_047782,573,Klebsiella pneumoniae
1770232,Klebsiella phage vB_KpnP_IME205,NC_047761,570,Klebsiella
2268396,Klebsiella phage vB_KpnP_IME321,NC_048014,573,Klebsiella pneumoniae
1671396,Klebsiella phage vB_KpnP_KpV289,NC_028977,573,Klebsiella pneumoniae
1912319,Klebsiella phage vB_KpnP_KpV48,NC_047783,573,Klebsiella pneumoniae
1933773,Klebsiella phage vB_KpnP_KpV74,NC_047811,573,Klebsiella pneumoniae
